,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
15364,Serious Sam HD: Gold Edition,PC,2014.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,,,,,
15365,Knights Apprentice: Memoricks Adventures,X,2008.0,Action,Microids,0.02,0.0,0.0,0.0,0.02,53.0,11.0,4.5,8.0,T
15366,Freedom Wings,DS,2010.0,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,46.0,7.0,7.7,6.0,E10+
15367,Akai Ito DS,DS,2012.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15368,Natsuiro no Sunadokei,PS2,2006.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,,,,,
15369,Unreal Anthology,PC,2010.0,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,,,8.8,5.0,M
15370,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2011.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15371,Triple Crown Championship Snowboarding,Wii,2014.0,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,
15372,Dream Chronicles,DS,2014.0,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15373,Geon Cube,Wii,2013.0,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15374,Steal Princess,DS,2012.0,Platform,Atlus,0.02,0.0,0.0,0.0,0.02,60.0,14.0,,,E10+
15375,Ballblazer Champions,PS,2001.0,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,,,,,
15376,G1 Jockey Wii,Wii,2011.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15377,Dynasty Warriors 8: Empires,PSV,2019.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,70.0,15.0,7.4,9.0,T
15378,The Settlers IV,PC,2005.0,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02,,,,,
15379,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2012.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15380,Genroh,PSP,2016.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15381,Galaxy Angel II: Eigou Kaiki no Koku,PS2,2013.0,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,
15382,Moujuutsukai to Oujisama Portable,PSP,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15383,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2014.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15384,Iron Phoenix,X,2009.0,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,58.0,11.0,6.5,4.0,T
15385,Resident Evil Zero,PC,2020.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,,
15386,Mount & Blade,PC,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,,,
15387,Kannou Mukashi Banashi Portable,PSP,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15388,Tennis no Oji-Sama: Driving Smash! Side King,DS,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15389,Kuon,PS2,2008.0,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,57.0,20.0,7.7,9.0,M
15390,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2014.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15391,UnchainBlades EXXiV,3DS,2016.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,
15392,Tale of a Hero,PC,2014.0,Adventure,Daedalic,0.0,0.02,0.0,0.0,0.02,,,,,
15393,Carmen Sandiego: The Secret of the Stolen Drums,GC,2008.0,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,57.0,9.0,,,E
15394,Fuel,PC,2013.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,67.0,16.0,6.7,86.0,E
15395,Fritz Chess,DS,2013.0,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,,,,,E
15396,Dies Irae: Amantes Amentes,PSP,2016.0,Action,Views,0.0,0.0,0.02,0.0,0.02,,,,,
15397,Mind over Matter,DS,2014.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15398,Puyo Puyo! 15th Anniversary,PSP,2011.0,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15399,Discovery Kids: Snake Safari,DS,2013.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15400,Caspers Scare School: Classroom Capers,DS,2012.0,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,,,,,E
15401,The Idolmaster: Gravure For You! Vol.9,PS3,2016.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15402,Dragons Dogma Online: Season 2,PS4,2020.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,
15403,Heavy Fire: The Chosen Few 3D,3DS,2015.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,,,6.3,4.0,T
15404,Date A Live: Arusu Install,PS3,2018.0,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,
15405,Ryu-koku,PS2,2010.0,Adventure,KID,0.0,0.0,0.02,0.0,0.02,,,,,
15406,Dungeon Defenders,PC,2015.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,81.0,26.0,7.3,400.0,E10+
15407,GunParade Orchestra: Midori no Shou,PS2,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15408,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2012.0,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,
15409,Group S Challenge,X,2007.0,Racing,Capcom,0.02,0.0,0.0,0.0,0.02,57.0,17.0,6.0,5.0,E
15410,Shooter: Starfighter Sanvein,PS,2004.0,Shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,
15411,Fritz Chess,Wii,2013.0,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,,,,,E
15412,Mario Tennis,3DS,2014.0,Sports,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,
15413,Ratchet & Clank Collection,PSV,2018.0,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,
15414,Mata Hari: Betrayal is only a Kiss Away,PC,2012.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,63.0,11.0,,,T
15415,Sakura Wars 1 & 2,PSP,2010.0,Strategy,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15416,Dragons Lair,DS,2014.0,Platform,Destineer,0.02,0.0,0.0,0.0,0.02,63.0,4.0,,,E10+
15417,Disney's Meet the Robinsons,DS,2011.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02,64.0,6.0,,,E10+
15418,Cities in Motion Collection,PC,2015.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,E
15419,Indigo Prophecy,PC,2009.0,Adventure,Atari,0.0,0.02,0.0,0.0,0.02,85.0,41.0,8.3,381.0,M
15420,Rugby League Team Manager 2015,PC,2019.0,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,,,,,
15421,Terminator 3: The Redemption,GC,2008.0,Shooter,Atari,0.02,0.0,0.0,0.0,0.02,68.0,20.0,,,T
15422,Overlord,PC,2011.0,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,81.0,27.0,8.1,223.0,T
15423,Spirits and Demons: 5 Game Pack,PC,2019.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,
15424,Tengen Toppa Gurren-Lagann,DS,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15425,Pebble Beach Golf Links,SAT,1998.0,Sports,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15426,Sugoi Hebereke,SNES,1998.0,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02,,,,,
15427,Veggy World,DS,2015.0,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15428,Balls of Fury,Wii,2011.0,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,19.0,6.0,2.8,25.0,E10+
15429,Quake 4,PC,2009.0,Shooter,Activision,0.0,0.02,0.0,0.0,0.02,81.0,62.0,7.6,285.0,M
15430,FIFA Soccer 09,PC,2012.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77.0,15.0,6.8,36.0,E
15431,Dakar 2: The Worlds Ultimate Rally,X,2007.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,
15432,East India Company,PC,2013.0,Strategy,Paradox Interactive,0.02,0.0,0.0,0.0,0.02,67.0,28.0,5.7,49.0,T
15433,Devil Survivor: Over Clock,3DS,2019.0,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,
15434,Higurashi Daybreak Portable Mega Edition,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15435,Command & Conquer: The First Decade,PC,2010.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,,,,
15436,The Lord of the Rings: The Battle for Middle-Earth II,PC,2010.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,36.0,7.5,368.0,T
15437,Shinken de Watashi ni Koi Shinasai! R,PS3,2016.0,Action,Minato Station,0.0,0.0,0.02,0.0,0.02,,,,,
15438,Whiteout,PS2,2006.0,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,50.0,12.0,,,T
15439,Shiratsuyu no Kai,PSP,2017.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15440,Vampire Mansion: Linda Hyde,DS,2015.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,E10+
15441,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2012.0,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02,,,,,
15442,XGRA: Extreme G Racing Association,GC,2007.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,69.0,13.0,7.0,5.0,T
15443,Max Payne,PC,2005.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,89.0,32.0,9.1,1031.0,M
15444,Taito Legends 2,PS2,2010.0,Misc,Empire Interactive,0.01,0.01,0.0,0.0,0.02,67.0,11.0,,,T
15445,The Sims: Complete Collection,PC,2009.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,,,,
15446,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2013.0,Misc,PlayV,0.0,0.02,0.0,0.0,0.02,,,,,
15447,Kill.Switch,GBA,2008.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,,,,,T
15448,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15449,Sniper Elite V2,WiiU,2017.0,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,58.0,5.0,5.8,30.0,M
15450,Jinsei Game Wii,Wii,2011.0,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,
15451,So Blonde,PC,2012.0,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,,,,,
15452,SBK: Snowboard Kids,DS,2009.0,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,63.0,14.0,6.5,4.0,E
15453,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2012.0,Misc,Benesse,0.0,0.0,0.02,0.0,0.02,,,,,
15454,Gekka Ryouran Romance,PSP,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15455,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2019.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15456,Guess the Logos,X,2008.0,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02,,,,,
15457,Ore no Yome: Anata Dake no Hanayome,X360,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15458,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2019.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,
15459,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,2000.0,Misc,Sonnet,0.0,0.0,0.02,0.0,0.02,,,,,
15460,Angelique Retour,PSV,2019.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15461,Final Approach 2: 1st Priority,PS2,2012.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,,,,,
15462,Homeworld,PC,2002.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,93.0,20.0,9.0,328.0,E
15463,Back to the Future: The Game,X360,2019.0,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.02,,,7.5,10.0,
15464,The Fast and the Furious,PSP,2011.0,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,58.0,7.0,5.3,6.0,T
15465,Moujuutsukai to Oujisama: Snow Bride,PS2,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15466,Order of War,PC,2013.0,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,69.0,39.0,7.3,73.0,T
15467,Detective Jinguuji Saburo: Ronde Revenge,3DS,2016.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,
15468,The Awakened Fate Ultimatum,PS3,2018.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65.0,20.0,7.3,23.0,T
15469,Casper: Spirit Dimensions,GC,2006.0,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,,,,,E
15470,Meitantei Evangelion,PS2,2011.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,
15471,Tsuyo Kiss 2 Portable,PSP,2014.0,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,,,,,
15472,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2019.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,
15473,Butt-Ugly Martians: Zoom or Doom!,PS2,2006.0,Racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,,,,,
15474,Sacred Gold,PC,2009.0,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02,,,8.2,25.0,T
15475,Mar Heaven: Karudea no Akuma,DS,2010.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15476,Command & Conquer 3: Deluxe Edition,PC,2012.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02,,,,,
15477,Taishou Moebius Line Vitable,PSV,2020.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,
15478,Sacred 3,PC,2018.0,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,47.0,1.4,547.0,M
15479,Brain Dead 13,PS,2000.0,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,,,,,
15480,Robotics;Notes,X360,2016.0,Adventure,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15481,Maximum Capacity: Hotel Giant,PC,2006.0,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,59.0,11.0,7.7,9.0,T
15482,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2011.0,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15483,T.A.C. Heroes : Big Red One,DS,2014.0,Strategy,Storm City Games,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15484,Super PickUps,PS2,2011.0,Racing,XS Games,0.01,0.01,0.0,0.0,0.02,,,,,E
15485,Dungeons & Dragons: Shadow over Mystara,PS3,2017.0,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,
15486,The King of Fighters NeoWave,X,2010.0,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02,62.0,17.0,,,T
15487,Legend: Hand of God,PC,2011.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,57.0,9.0,5.8,19.0,M
15488,Aquanauts Holiday,PS,1999.0,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,
15489,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2011.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15490,Natalie Brooks: Mystery at Hillcrest High,DS,2016.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,,,,,
15491,WRC 2: FIA World Rally Championship,PC,2015.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,
15492,Lara Croft and the Temple of Osiris,PC,2018.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,17.0,5.4,53.0,T
15493,Hot n Cold,DS,2013.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,
15494,Nisenochigiri,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15495,World Championship Poker featuring Howard Lederer: All In,Wii,2010.0,Misc,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,T
15496,Wakeboarding Unleashed Featuring Shaun Murray,GBA,2007.0,Sports,Aspyr,0.01,0.01,0.0,0.0,0.02,67.0,7.0,,,E
15497,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2006.0,Action,Takara,0.0,0.0,0.02,0.0,0.02,,,,,
15498,Last Escort,PS2,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15499,SAW,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,55.0,6.0,6.0,31.0,M
15500,Meikyuu Cross Blood: Reloaded,X360,2015.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,
15501,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2009.0,Misc,Majesco Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,
15502,Livly Garden,DS,2014.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15503,Spider-Man 3,PC,2011.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02,62.0,16.0,7.2,30.0,T
15504,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2015.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,
15505,Commando: Steel Disaster,DS,2012.0,Shooter,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.02,64.0,6.0,,,E10+
15506,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15507,Fallout Trilogy,PC,2008.0,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,8.9,32.0,M
15508,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2012.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15509,Gal Gun,PS3,2016.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15510,Hakuouki: Yuugi Roku DS,DS,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15511,Shonen Jumps Shaman King: Master of Spirits 2,GBA,2009.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,
15512,Toki no Kizuna: Hanayui Tsuzuri,PSP,2017.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15513,Period Cube: Torikago no Amadeus,PSV,2020.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15514,Koihime Enbu,PS4,2020.0,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02,,,,,
15515,Rinne no Lagrange: Kamogawa Days,PS3,2016.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15516,Samurai Warriors: Sanada Maru,PSV,2020.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15517,Code R,SAT,2002.0,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02,,,,,
15518,Spider-Man: Web of Shadows,PC,2012.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,52.0,11.0,7.8,57.0,T
15519,The Idolmaster: Gravure For You! Vol.8,PS3,2016.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15520,Disney Sports Football,GBA,2006.0,Sports,Unknown,0.01,0.01,0.0,0.0,0.02,62.0,4.0,,,E
15521,Chicken Hunter,DS,2011.0,Shooter,Phoenix Games,0.02,0.0,0.0,0.0,0.02,39.0,5.0,,,E10+
15522,Kao Challengers,PSP,2009.0,Platform,Atari,0.02,0.0,0.0,0.0,0.02,57.0,6.0,,,E
15523,Hakuoki: Shinkai - Furi no Shou,PSV,2019.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15524,Jake Hunter: Detective Chronicles,DS,2012.0,Adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02,47.0,12.0,,,T
15525,Demolition Company: Gold Edition,PC,2015.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,
15526,Headhunter: Redemption,X,2008.0,Action,Sega,0.02,0.0,0.0,0.0,0.02,59.0,26.0,6.8,4.0,M
15527,Onechanbara Special,PSP,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15528,Jewel Master: Cradle Of Rome 2,DS,2015.0,Puzzle,Rising Star Games,0.0,0.02,0.0,0.0,0.02,,,,,E
15529,Daikaijuu Battle: Ultra Coliseum,Wii,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15530,Oil Rush,PC,2016.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,67.0,23.0,6.5,55.0,
15531,Cartoon Network Battle Crashers,XOne,2020.0,Action,FuRyu Corporation,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15532,Saki: Achiga-Hen Portable,PSP,2017.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15533,Polar Bowler,DS,2012.0,Sports,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,,,,,E
15534,Minna de Dokusho: Keatai Shousetsu Desu,PSP,2012.0,Misc,Dorart,0.0,0.0,0.02,0.0,0.02,,,,,
15535,Prehistorik Man,GBA,2005.0,Platform,THQ,0.01,0.01,0.0,0.0,0.02,69.0,11.0,,,E
15536,Winter Sports 2011,X360,2015.0,Sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,
15537,The Lord of the Rings Online: Mines of Moria,PC,2012.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02,85.0,24.0,8.2,99.0,T
15538,F1 2002,GBA,2006.0,Racing,"Destination Software, Inc",0.01,0.01,0.0,0.0,0.02,,,,,E
15539,Chicago Enforcer,X,2009.0,Shooter,Kemco,0.02,0.0,0.0,0.0,0.02,33.0,9.0,2.8,4.0,M
15540,Chevrolet Camaro: Wild Ride,DS,2014.0,Racing,Storm City Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15541,Stormrise,PC,2013.0,Strategy,Sega,0.0,0.02,0.0,0.0,0.02,42.0,15.0,4.9,22.0,M
15542,Jinguuji Saburou DS: Akai Chou,DS,2014.0,Adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,
15543,Dance Dance Revolution Extra Mix,PS,2005.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15544,UnchainBlades EXXiV,PSP,2016.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,
15545,Puyo Puyo Chronicle,3DS,2020.0,Action,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15546,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15547,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2013.0,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,,,,,
15548,Rat Attack!,N64,2004.0,Puzzle,Mindscape,0.02,0.0,0.0,0.0,0.02,,,,,
15549,Agatha Christie: The ABC Murders,PC,2020.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,,,,,
15550,Kawaii Koinu DS 3,DS,2014.0,Simulation,MTO,0.0,0.0,0.02,0.0,0.02,,,,,
15551,Super Bowling,N64,2003.0,Sports,Athena,0.02,0.0,0.0,0.0,0.02,,,,,
15552,Painkiller,PC,2008.0,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02,81.0,62.0,8.1,288.0,M
15553,Quantum Break,PC,2020.0,Action,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,66.0,14.0,4.4,552.0,M
15554,Hoppie,DS,2015.0,Platform,Jack of All Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15555,Chuugen no Hasha: Sangoku Shouseiden,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15556,MuvLuv Double Pack,PSV,2020.0,Adventure,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15557,Largo Winch .// Commando Sar,PS,2006.0,Adventure,Ubisoft,0.01,0.01,0.0,0.0,0.02,,,,,
15558,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2015.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,,,,
15559,Cross Treasures,DS,2013.0,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,
15560,Ruff Trigger: The Vanocore Conspiracy,PS2,2010.0,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,57.0,8.0,7.0,7.0,E10+
15561,Princess Isabella: A Witchs Curse,Wii,2014.0,Adventure,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,E
15562,War Leaders: Clash of Nations,PC,2013.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,,,6.4,8.0,T
15563,Caspers Scare School: Spooky Sports Day,Wii,2013.0,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,,,,,E
15564,Timmy Time,DS,2015.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,
15565,Silent Bomber,PS,2003.0,Action,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,,,,,
15566,PDC World Championship Darts: Pro Tour,X360,2014.0,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,,,,,
15567,Nervous Brickdown,DS,2011.0,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,70.0,21.0,7.5,11.0,E
15568,Samurai & Dragons,PSV,2016.0,Action,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15569,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2015.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,
15570,TalkMan,PSP,2010.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
